from,to,value
296.0,646.0,1.0
296.0,726.0,1.0
296.0,156.0,1.0
296.0,3023.0,1.0
296.0,3024.0,1.0
296.0,1382.0,1.0
296.0,3025.0,1.0
296.0,1848.0,1.0
296.0,1829.0,1.0
296.0,1378.0,1.0
296.0,26.0,1.0
296.0,1377.0,1.0
296.0,845.0,1.0
296.0,1017.0,1.0
296.0,1560.0,1.0
296.0,738.0,1.0
296.0,1393.0,1.0
296.0,2962.0,1.0
296.0,1195.0,1.0
296.0,2961.0,1.0
296.0,988.0,1.0
296.0,1283.0,1.0
296.0,3026.0,1.0
296.0,654.0,1.0
296.0,2630.0,1.0
296.0,437.0,1.0
296.0,1828.0,1.0
296.0,1990.0,1.0
296.0,1285.0,1.0
296.0,802.0,1.0
296.0,1168.0,1.0
296.0,389.0,1.0
296.0,853.0,1.0
296.0,279.0,1.0
296.0,2076.0,1.0
296.0,1278.0,1.0
296.0,1830.0,1.0
296.0,152.0,1.0
296.0,158.0,1.0
296.0,2330.0,1.0
296.0,1292.0,1.0
296.0,1613.0,1.0
296.0,1374.0,1.0
296.0,1305.0,1.0
296.0,547.0,1.0
296.0,3027.0,1.0
296.0,1928.0,1.0
296.0,2635.0,1.0
296.0,2515.0,1.0
296.0,2001.0,1.0
296.0,1665.0,1.0
296.0,1988.0,1.0
296.0,3028.0,1.0
296.0,2207.0,1.0
296.0,1962.0,1.0
296.0,419.0,1.0
296.0,1824.0,1.0
296.0,1502.0,1.0
296.0,1471.0,1.0
296.0,3029.0,1.0
296.0,3030.0,1.0
296.0,1493.0,1.0
296.0,385.0,1.0
296.0,1122.0,1.0
296.0,1618.0,1.0
296.0,1666.0,1.0
296.0,3031.0,1.0
296.0,2074.0,1.0
296.0,1015.0,1.0
296.0,1712.0,1.0
296.0,3032.0,1.0
296.0,1910.0,1.0
296.0,3033.0,1.0
296.0,2145.0,1.0
296.0,3034.0,1.0
296.0,1452.0,1.0
296.0,1458.0,1.0
296.0,105.0,1.0
296.0,3035.0,1.0
296.0,2632.0,1.0
296.0,1324.0,1.0
296.0,1743.0,1.0
296.0,792.0,1.0
296.0,1518.0,1.0
296.0,658.0,1.0
296.0,1301.0,1.0
296.0,1662.0,1.0
296.0,3036.0,1.0
296.0,764.0,1.0
296.0,1346.0,1.0
296.0,3037.0,1.0
296.0,3038.0,1.0
296.0,2040.0,1.0
296.0,1198.0,1.0
296.0,1713.0,1.0
296.0,1048.0,1.0
296.0,1029.0,1.0
296.0,3039.0,1.0
296.0,1402.0,1.0
296.0,1599.0,1.0
296.0,1281.0,1.0
296.0,741.0,1.0
296.0,3040.0,1.0
296.0,3041.0,1.0
296.0,1179.0,1.0
296.0,1636.0,1.0
296.0,1478.0,1.0
296.0,3042.0,1.0
296.0,356.0,1.0
296.0,1680.0,1.0
296.0,1286.0,1.0
296.0,850.0,1.0
296.0,441.0,1.0
296.0,3043.0,1.0
296.0,442.0,1.0
296.0,1790.0,1.0
296.0,2102.0,1.0
296.0,1676.0,1.0
296.0,574.0,1.0
296.0,166.0,1.0
296.0,1313.0,1.0
296.0,1811.0,1.0
296.0,1373.0,1.0
296.0,2096.0,1.0
296.0,2036.0,1.0
296.0,976.0,1.0
296.0,1468.0,1.0
296.0,2087.0,1.0
296.0,1465.0,1.0
296.0,1515.0,1.0
296.0,1444.0,1.0
296.0,2027.0,1.0
296.0,2082.0,1.0
296.0,1407.0,1.0
296.0,1667.0,1.0
296.0,1488.0,1.0
296.0,330.0,1.0
297.0,221.0,1.0
297.0,471.0,1.0
297.0,113.0,1.0
297.0,253.0,1.0
297.0,209.0,1.0
297.0,216.0,1.0
297.0,615.0,1.0
297.0,85.0,1.0
297.0,395.0,1.0
297.0,183.0,1.0
297.0,340.0,1.0
297.0,390.0,1.0
297.0,426.0,1.0
297.0,229.0,1.0
297.0,400.0,1.0
297.0,743.0,1.0
297.0,320.0,1.0
297.0,247.0,1.0
297.0,104.0,1.0
297.0,488.0,1.0
297.0,241.0,1.0
297.0,227.0,1.0
297.0,305.0,1.0
297.0,10.0,1.0
297.0,65.0,1.0
297.0,277.0,1.0
297.0,476.0,1.0
297.0,346.0,1.0
297.0,239.0,1.0
297.0,323.0,1.0
297.0,392.0,1.0
297.0,36.0,1.0
297.0,272.0,1.0
297.0,196.0,1.0
297.0,110.0,1.0
297.0,116.0,1.0
297.0,552.0,1.0
297.0,382.0,1.0
297.0,586.0,1.0
297.0,351.0,1.0
297.0,231.0,1.0
297.0,243.0,1.0
297.0,788.0,1.0
297.0,186.0,1.0
297.0,246.0,1.0
297.0,242.0,1.0
297.0,375.0,1.0
297.0,1090.0,1.0
297.0,222.0,1.0
297.0,304.0,1.0
297.0,717.0,1.0
297.0,237.0,1.0
297.0,292.0,1.0
297.0,232.0,1.0
297.0,252.0,1.0
297.0,373.0,1.0
297.0,1120.0,1.0
297.0,857.0,1.0
298.0,1196.0,1.0
298.0,277.0,1.0
298.0,185.0,1.0
298.0,240.0,1.0
298.0,99.0,1.0
298.0,246.0,1.0
298.0,238.0,1.0
298.0,193.0,1.0
298.0,1204.0,1.0
298.0,222.0,1.0
298.0,3047.0,1.0
298.0,914.0,1.0
298.0,209.0,1.0
298.0,273.0,1.0
298.0,234.0,1.0
298.0,299.0,1.0
298.0,280.0,1.0
298.0,433.0,1.0
298.0,293.0,1.0
298.0,55.0,1.0
298.0,341.0,1.0
298.0,183.0,1.0
298.0,304.0,1.0
298.0,367.0,1.0
298.0,188.0,1.0
298.0,391.0,1.0
298.0,910.0,1.0
298.0,475.0,1.0
298.0,474.0,1.0
298.0,249.0,1.0
298.0,331.0,1.0
298.0,251.0,1.0
298.0,326.0,1.0
298.0,320.0,1.0
298.0,774.0,1.0
298.0,2478.0,1.0
298.0,75.0,1.0
298.0,740.0,1.0
298.0,19.0,1.0
298.0,256.0,1.0
298.0,275.0,1.0
298.0,477.0,1.0
298.0,83.0,1.0
298.0,616.0,1.0
298.0,228.0,1.0
298.0,1401.0,1.0
298.0,902.0,1.0
298.0,242.0,1.0
298.0,111.0,1.0
298.0,68.0,1.0
298.0,85.0,1.0
298.0,248.0,1.0
298.0,221.0,1.0
298.0,196.0,1.0
299.0,70.0,1.0
299.0,107.0,1.0
299.0,298.0,1.0
299.0,216.0,1.0
299.0,2306.0,1.0
299.0,64.0,1.0
299.0,617.0,1.0
299.0,258.0,1.0
300.0,703.0,1.0
300.0,342.0,1.0
300.0,305.0,1.0
300.0,9.0,1.0
300.0,12.0,1.0
300.0,1259.0,1.0
300.0,490.0,1.0
300.0,276.0,1.0
300.0,94.0,1.0
300.0,329.0,1.0
300.0,278.0,1.0
300.0,739.0,1.0
300.0,202.0,1.0
300.0,633.0,1.0
300.0,294.0,1.0
300.0,397.0,1.0
300.0,752.0,1.0
300.0,378.0,1.0
300.0,398.0,1.0
300.0,288.0,1.0
300.0,366.0,1.0
300.0,252.0,1.0
300.0,11.0,1.0
300.0,37.0,1.0
300.0,454.0,1.0
300.0,774.0,1.0
300.0,776.0,1.0
300.0,422.0,1.0
300.0,539.0,1.0
300.0,232.0,1.0
300.0,445.0,1.0
300.0,408.0,1.0
300.0,552.0,1.0
300.0,713.0,1.0
300.0,413.0,1.0
300.0,412.0,1.0
300.0,670.0,1.0
300.0,637.0,1.0
300.0,384.0,1.0
300.0,702.0,1.0
300.0,406.0,1.0
300.0,296.0,1.0
300.0,246.0,1.0
300.0,196.0,1.0
300.0,1062.0,1.0
300.0,3048.0,1.0
300.0,27.0,1.0
300.0,28.0,1.0
300.0,158.0,1.0
300.0,29.0,1.0
300.0,424.0,1.0
300.0,193.0,1.0
300.0,581.0,1.0
300.0,1150.0,1.0
300.0,758.0,1.0
300.0,40.0,1.0
300.0,215.0,1.0
300.0,427.0,1.0
300.0,765.0,1.0
300.0,2356.0,1.0
300.0,428.0,1.0
300.0,39.0,1.0
300.0,258.0,1.0
300.0,135.0,1.0
300.0,255.0,1.0
300.0,376.0,1.0
300.0,280.0,1.0
300.0,430.0,1.0
300.0,19.0,1.0
300.0,382.0,1.0
300.0,236.0,1.0
300.0,799.0,1.0
300.0,718.0,1.0
300.0,723.0,1.0
300.0,1242.0,1.0
300.0,304.0,1.0
300.0,3049.0,1.0
300.0,1112.0,1.0
300.0,1101.0,1.0
300.0,457.0,1.0
300.0,1230.0,1.0
300.0,631.0,1.0
300.0,274.0,1.0
300.0,41.0,1.0
300.0,125.0,1.0
300.0,256.0,1.0
300.0,557.0,1.0
300.0,977.0,1.0
300.0,676.0,1.0
300.0,941.0,1.0
300.0,2094.0,1.0
300.0,123.0,1.0
300.0,498.0,1.0
300.0,1053.0,1.0
300.0,567.0,1.0
300.0,118.0,1.0
300.0,625.0,1.0
300.0,865.0,1.0
300.0,46.0,1.0
300.0,509.0,1.0
300.0,586.0,1.0
300.0,1302.0,1.0
300.0,45.0,1.0
300.0,64.0,1.0
300.0,126.0,1.0
300.0,30.0,1.0
300.0,108.0,1.0
301.0,1221.0,1.0
301.0,73.0,1.0
301.0,166.0,1.0
301.0,474.0,1.0
301.0,183.0,1.0
301.0,221.0,1.0
301.0,744.0,1.0
301.0,188.0,1.0
301.0,268.0,1.0
301.0,1208.0,1.0
301.0,815.0,1.0
301.0,393.0,1.0
301.0,220.0,1.0
301.0,343.0,1.0
301.0,258.0,1.0
301.0,1262.0,1.0
301.0,740.0,1.0
301.0,9.0,1.0
301.0,90.0,1.0
301.0,1104.0,1.0
302.0,71.0,1.0
302.0,85.0,1.0
302.0,215.0,1.0
302.0,208.0,1.0
302.0,230.0,1.0
302.0,306.0,1.0
302.0,341.0,1.0
302.0,559.0,1.0
302.0,3050.0,1.0
302.0,2291.0,1.0
302.0,2213.0,1.0
302.0,237.0,1.0
302.0,249.0,1.0
302.0,339.0,1.0
302.0,488.0,1.0
302.0,284.0,1.0
302.0,392.0,1.0
302.0,346.0,1.0
302.0,238.0,1.0
302.0,258.0,1.0
302.0,752.0,1.0
302.0,12.0,1.0
302.0,323.0,1.0
302.0,325.0,1.0
302.0,1085.0,1.0
302.0,305.0,1.0
302.0,316.0,1.0
302.0,1086.0,1.0
302.0,232.0,1.0
302.0,371.0,1.0
302.0,74.0,1.0
302.0,366.0,1.0
302.0,116.0,1.0
302.0,914.0,1.0
302.0,222.0,1.0
302.0,376.0,1.0
302.0,1522.0,1.0
302.0,378.0,1.0
302.0,283.0,1.0
302.0,398.0,1.0
302.0,552.0,1.0
302.0,426.0,1.0
302.0,759.0,1.0
302.0,416.0,1.0
302.0,433.0,1.0
302.0,372.0,1.0
302.0,304.0,1.0
302.0,413.0,1.0
302.0,3051.0,1.0
302.0,1230.0,1.0
302.0,31.0,1.0
303.0,244.0,1.0
303.0,89.0,1.0
303.0,1120.0,1.0
303.0,322.0,1.0
303.0,485.0,1.0
303.0,1262.0,1.0
303.0,276.0,1.0
303.0,15.0,1.0
303.0,9.0,1.0
304.0,190.0,1.0
304.0,101.0,1.0
304.0,230.0,1.0
304.0,99.0,1.0
304.0,221.0,1.0
304.0,475.0,1.0
304.0,974.0,1.0
304.0,199.0,1.0
304.0,77.0,1.0
304.0,107.0,1.0
304.0,7.0,1.0
304.0,1151.0,1.0
304.0,226.0,1.0
304.0,113.0,1.0
304.0,264.0,1.0
304.0,298.0,1.0
304.0,189.0,1.0
304.0,1204.0,1.0
304.0,127.0,1.0
304.0,216.0,1.0
304.0,188.0,1.0
304.0,193.0,1.0
304.0,253.0,1.0
304.0,2174.0,1.0
304.0,306.0,1.0
304.0,617.0,1.0
304.0,3050.0,1.0
304.0,342.0,1.0
304.0,815.0,1.0
304.0,340.0,1.0
304.0,390.0,1.0
304.0,1297.0,1.0
304.0,265.0,1.0
304.0,242.0,1.0
304.0,2588.0,1.0
304.0,87.0,1.0
304.0,89.0,1.0
304.0,183.0,1.0
304.0,720.0,1.0
304.0,485.0,1.0
304.0,2972.0,1.0
304.0,275.0,1.0
304.0,15.0,1.0
304.0,2265.0,1.0
304.0,9.0,1.0
304.0,251.0,1.0
304.0,2292.0,1.0
304.0,241.0,1.0
304.0,488.0,1.0
304.0,323.0,1.0
304.0,1228.0,1.0
304.0,10.0,1.0
304.0,272.0,1.0
304.0,232.0,1.0
304.0,354.0,1.0
304.0,286.0,1.0
304.0,1262.0,1.0
304.0,227.0,1.0
304.0,276.0,1.0
304.0,234.0,1.0
304.0,327.0,1.0
304.0,94.0,1.0
304.0,271.0,1.0
304.0,2313.0,1.0
304.0,254.0,1.0
304.0,328.0,1.0
304.0,324.0,1.0
304.0,325.0,1.0
304.0,378.0,1.0
304.0,331.0,1.0
304.0,281.0,1.0
304.0,397.0,1.0
304.0,708.0,1.0
304.0,349.0,1.0
304.0,110.0,1.0
304.0,553.0,1.0
304.0,278.0,1.0
304.0,362.0,1.0
304.0,375.0,1.0
304.0,288.0,1.0
304.0,316.0,1.0
304.0,2315.0,1.0
304.0,74.0,1.0
304.0,1140.0,1.0
304.0,914.0,1.0
304.0,222.0,1.0
304.0,289.0,1.0
304.0,297.0,1.0
304.0,13.0,1.0
304.0,116.0,1.0
304.0,355.0,1.0
304.0,252.0,1.0
304.0,364.0,1.0
304.0,64.0,1.0
304.0,363.0,1.0
304.0,243.0,1.0
304.0,755.0,1.0
304.0,343.0,1.0
304.0,247.0,1.0
304.0,548.0,1.0
304.0,550.0,1.0
304.0,489.0,1.0
304.0,356.0,1.0
304.0,696.0,1.0
304.0,636.0,1.0
304.0,339.0,1.0
304.0,775.0,1.0
304.0,749.0,1.0
304.0,758.0,1.0
304.0,405.0,1.0
304.0,2277.0,1.0
304.0,454.0,1.0
304.0,757.0,1.0
304.0,2474.0,1.0
304.0,402.0,1.0
304.0,1598.0,1.0
304.0,1092.0,1.0
304.0,371.0,1.0
304.0,295.0,1.0
304.0,186.0,1.0
304.0,842.0,1.0
304.0,20.0,1.0
304.0,756.0,1.0
304.0,1078.0,1.0
304.0,372.0,1.0
304.0,104.0,1.0
304.0,302.0,1.0
304.0,564.0,1.0
304.0,833.0,1.0
304.0,409.0,1.0
304.0,1405.0,1.0
304.0,128.0,1.0
304.0,412.0,1.0
304.0,891.0,1.0
304.0,539.0,1.0
304.0,414.0,1.0
304.0,712.0,1.0
304.0,764.0,1.0
304.0,413.0,1.0
304.0,552.0,1.0
304.0,258.0,1.0
304.0,524.0,1.0
304.0,863.0,1.0
304.0,246.0,1.0
304.0,726.0,1.0
304.0,734.0,1.0
304.0,555.0,1.0
304.0,158.0,1.0
304.0,24.0,1.0
304.0,425.0,1.0
304.0,623.0,1.0
304.0,27.0,1.0
304.0,21.0,1.0
304.0,29.0,1.0
304.0,45.0,1.0
304.0,715.0,1.0
304.0,864.0,1.0
304.0,223.0,1.0
304.0,794.0,1.0
304.0,31.0,1.0
304.0,768.0,1.0
304.0,795.0,1.0
304.0,427.0,1.0
304.0,28.0,1.0
304.0,428.0,1.0
304.0,769.0,1.0
304.0,2428.0,1.0
304.0,36.0,1.0
304.0,417.0,1.0
304.0,347.0,1.0
304.0,582.0,1.0
304.0,376.0,1.0
304.0,581.0,1.0
304.0,510.0,1.0
304.0,625.0,1.0
304.0,426.0,1.0
304.0,39.0,1.0
304.0,831.0,1.0
304.0,44.0,1.0
304.0,429.0,1.0
304.0,630.0,1.0
304.0,688.0,1.0
304.0,839.0,1.0
304.0,458.0,1.0
304.0,865.0,1.0
304.0,420.0,1.0
304.0,736.0,1.0
304.0,416.0,1.0
304.0,588.0,1.0
304.0,83.0,1.0
304.0,423.0,1.0
304.0,960.0,1.0
304.0,854.0,1.0
304.0,577.0,1.0
304.0,125.0,1.0
304.0,848.0,1.0
304.0,123.0,1.0
304.0,1567.0,1.0
304.0,273.0,1.0
304.0,300.0,1.0
304.0,905.0,1.0
304.0,231.0,1.0
304.0,30.0,1.0
304.0,861.0,1.0
304.0,1617.0,1.0
304.0,724.0,1.0
304.0,41.0,1.0
304.0,631.0,1.0
304.0,40.0,1.0
304.0,782.0,1.0
304.0,484.0,1.0
304.0,433.0,1.0
304.0,932.0,1.0
304.0,498.0,1.0
304.0,567.0,1.0
304.0,255.0,1.0
304.0,906.0,1.0
304.0,855.0,1.0
304.0,67.0,1.0
304.0,219.0,1.0
304.0,1095.0,1.0
304.0,718.0,1.0
304.0,557.0,1.0
304.0,121.0,1.0
304.0,826.0,1.0
304.0,1241.0,1.0
304.0,321.0,1.0
304.0,34.0,1.0
304.0,3052.0,1.0
304.0,124.0,1.0
304.0,502.0,1.0
304.0,1234.0,1.0
304.0,1242.0,1.0
304.0,800.0,1.0
304.0,835.0,1.0
304.0,590.0,1.0
304.0,3053.0,1.0
304.0,108.0,1.0
304.0,586.0,1.0
304.0,956.0,1.0
304.0,118.0,1.0
304.0,66.0,1.0
304.0,501.0,1.0
304.0,1190.0,1.0
304.0,702.0,1.0
304.0,1054.0,1.0
304.0,1603.0,1.0
304.0,723.0,1.0
304.0,1111.0,1.0
304.0,154.0,1.0
304.0,46.0,1.0
304.0,966.0,1.0
304.0,411.0,1.0
304.0,964.0,1.0
304.0,0.0,1.0
304.0,592.0,1.0
304.0,1602.0,1.0
304.0,49.0,1.0
305.0,6.0,1.0
305.0,316.0,1.0
305.0,1.0,1.0
305.0,71.0,1.0
305.0,245.0,1.0
305.0,70.0,1.0
305.0,76.0,1.0
305.0,77.0,1.0
305.0,104.0,1.0
305.0,205.0,1.0
305.0,4.0,1.0
305.0,300.0,1.0
305.0,471.0,1.0
305.0,224.0,1.0
305.0,91.0,1.0
305.0,113.0,1.0
305.0,400.0,1.0
305.0,1208.0,1.0
305.0,107.0,1.0
305.0,87.0,1.0
305.0,337.0,1.0
305.0,72.0,1.0
305.0,185.0,1.0
305.0,737.0,1.0
305.0,84.0,1.0
305.0,99.0,1.0
305.0,509.0,1.0
305.0,33.0,1.0
305.0,73.0,1.0
305.0,559.0,1.0
305.0,250.0,1.0
305.0,387.0,1.0
305.0,1206.0,1.0
305.0,253.0,1.0
305.0,1223.0,1.0
305.0,326.0,1.0
305.0,48.0,1.0
305.0,22.0,1.0
305.0,85.0,1.0
305.0,86.0,1.0
305.0,340.0,1.0
305.0,268.0,1.0
305.0,342.0,1.0
305.0,282.0,1.0
305.0,394.0,1.0
305.0,36.0,1.0
305.0,244.0,1.0
305.0,391.0,1.0
305.0,510.0,1.0
305.0,744.0,1.0
305.0,3054.0,1.0
305.0,1205.0,1.0
305.0,229.0,1.0
305.0,1262.0,1.0
305.0,313.0,1.0
305.0,740.0,1.0
305.0,89.0,1.0
305.0,226.0,1.0
305.0,739.0,1.0
305.0,1227.0,1.0
305.0,199.0,1.0
305.0,312.0,1.0
305.0,390.0,1.0
305.0,433.0,1.0
305.0,314.0,1.0
305.0,255.0,1.0
305.0,272.0,1.0
305.0,914.0,1.0
305.0,254.0,1.0
305.0,1228.0,1.0
305.0,815.0,1.0
305.0,382.0,1.0
305.0,128.0,1.0
305.0,200.0,1.0
305.0,344.0,1.0
305.0,241.0,1.0
305.0,488.0,1.0
305.0,83.0,1.0
305.0,15.0,1.0
305.0,9.0,1.0
305.0,3055.0,1.0
305.0,271.0,1.0
305.0,315.0,1.0
305.0,2970.0,1.0
305.0,30.0,1.0
305.0,2427.0,1.0
305.0,1078.0,1.0
305.0,219.0,1.0
305.0,276.0,1.0
305.0,227.0,1.0
305.0,94.0,1.0
305.0,231.0,1.0
305.0,117.0,1.0
305.0,329.0,1.0
305.0,284.0,1.0
305.0,324.0,1.0
305.0,281.0,1.0
305.0,222.0,1.0
305.0,287.0,1.0
305.0,96.0,1.0
305.0,10.0,1.0
305.0,237.0,1.0
305.0,378.0,1.0
305.0,306.0,1.0
305.0,31.0,1.0
305.0,17.0,1.0
305.0,3056.0,1.0
305.0,247.0,1.0
305.0,14.0,1.0
305.0,110.0,1.0
305.0,366.0,1.0
305.0,232.0,1.0
305.0,302.0,1.0
305.0,288.0,1.0
305.0,275.0,1.0
305.0,258.0,1.0
305.0,242.0,1.0
305.0,12.0,1.0
305.0,1140.0,1.0
305.0,397.0,1.0
305.0,976.0,1.0
305.0,202.0,1.0
305.0,297.0,1.0
305.0,788.0,1.0
305.0,238.0,1.0
305.0,116.0,1.0
305.0,252.0,1.0
306.0,100.0,1.0
306.0,391.0,1.0
306.0,326.0,1.0
306.0,216.0,1.0
306.0,241.0,1.0
306.0,209.0,1.0
306.0,339.0,1.0
306.0,1235.0,1.0
306.0,249.0,1.0
306.0,341.0,1.0
306.0,323.0,1.0
306.0,392.0,1.0
306.0,305.0,1.0
306.0,92.0,1.0
306.0,9.0,1.0
306.0,284.0,1.0
306.0,346.0,1.0
306.0,239.0,1.0
306.0,94.0,1.0
306.0,238.0,1.0
306.0,1082.0,1.0
306.0,110.0,1.0
306.0,10.0,1.0
306.0,325.0,1.0
306.0,222.0,1.0
306.0,237.0,1.0
306.0,243.0,1.0
307.0,1300.0,1.0
307.0,482.0,1.0
307.0,89.0,1.0
307.0,15.0,1.0
307.0,92.0,1.0
307.0,9.0,1.0
307.0,40.0,1.0
307.0,282.0,1.0
307.0,116.0,1.0
307.0,8.0,1.0
307.0,3057.0,1.0
307.0,1085.0,1.0
307.0,367.0,1.0
307.0,3058.0,1.0
307.0,287.0,1.0
307.0,222.0,1.0
307.0,111.0,1.0
307.0,378.0,1.0
307.0,258.0,1.0
307.0,289.0,1.0
307.0,842.0,1.0
307.0,242.0,1.0
307.0,755.0,1.0
308.0,1300.0,1.0
308.0,9.0,1.0
308.0,11.0,1.0
308.0,3056.0,1.0
308.0,297.0,1.0
308.0,289.0,1.0
308.0,81.0,1.0
308.0,292.0,1.0
308.0,232.0,1.0
308.0,378.0,1.0
308.0,13.0,1.0
308.0,333.0,1.0
308.0,1522.0,1.0
308.0,288.0,1.0
308.0,366.0,1.0
308.0,290.0,1.0
308.0,550.0,1.0
308.0,548.0,1.0
309.0,9.0,1.0
309.0,751.0,1.0
309.0,1120.0,1.0
309.0,362.0,1.0
309.0,3059.0,1.0
309.0,325.0,1.0
310.0,9.0,1.0
310.0,3060.0,1.0
310.0,1181.0,1.0
311.0,1222.0,1.0
311.0,292.0,1.0
311.0,12.0,1.0
311.0,413.0,1.0
311.0,667.0,1.0
311.0,3061.0,1.0
312.0,1139.0,1.0
312.0,267.0,1.0
312.0,346.0,1.0
312.0,480.0,1.0
312.0,320.0,1.0
312.0,394.0,1.0
312.0,242.0,1.0
312.0,278.0,1.0
312.0,276.0,1.0
312.0,104.0,1.0
312.0,2310.0,1.0
312.0,313.0,1.0
312.0,305.0,1.0
312.0,246.0,1.0
312.0,241.0,1.0
312.0,258.0,1.0
312.0,14.0,1.0
313.0,111.0,1.0
313.0,241.0,1.0
313.0,476.0,1.0
313.0,127.0,1.0
313.0,219.0,1.0
313.0,242.0,1.0
313.0,251.0,1.0
313.0,104.0,1.0
313.0,305.0,1.0
313.0,243.0,1.0
313.0,406.0,1.0
313.0,1227.0,1.0
313.0,110.0,1.0
313.0,392.0,1.0
313.0,2972.0,1.0
313.0,331.0,1.0
313.0,252.0,1.0
313.0,320.0,1.0
313.0,199.0,1.0
313.0,239.0,1.0
314.0,617.0,1.0
314.0,251.0,1.0
314.0,87.0,1.0
314.0,394.0,1.0
314.0,104.0,1.0
314.0,220.0,1.0
314.0,305.0,1.0
314.0,559.0,1.0
314.0,242.0,1.0
314.0,761.0,1.0
314.0,296.0,1.0
315.0,298.0,1.0
315.0,89.0,1.0
315.0,12.0,1.0
315.0,305.0,1.0
315.0,64.0,1.0
315.0,282.0,1.0
315.0,328.0,1.0
315.0,258.0,1.0
316.0,230.0,1.0
316.0,229.0,1.0
316.0,5.0,1.0
316.0,238.0,1.0
316.0,115.0,1.0
316.0,320.0,1.0
316.0,354.0,1.0
316.0,382.0,1.0
316.0,488.0,1.0
316.0,241.0,1.0
316.0,311.0,1.0
316.0,278.0,1.0
316.0,342.0,1.0
316.0,325.0,1.0
316.0,547.0,1.0
316.0,281.0,1.0
316.0,284.0,1.0
316.0,914.0,1.0
316.0,302.0,1.0
316.0,243.0,1.0
316.0,788.0,1.0
316.0,362.0,1.0
316.0,328.0,1.0
316.0,116.0,1.0
316.0,118.0,1.0
316.0,563.0,1.0
316.0,917.0,1.0
316.0,280.0,1.0
316.0,17.0,1.0
316.0,375.0,1.0
316.0,3056.0,1.0
316.0,1551.0,1.0
316.0,289.0,1.0
316.0,8.0,1.0
316.0,294.0,1.0
317.0,243.0,1.0
317.0,335.0,1.0
317.0,370.0,1.0
317.0,564.0,1.0
318.0,246.0,1.0
318.0,288.0,1.0
318.0,488.0,1.0
319.0,200.0,1.0
320.0,77.0,1.0
320.0,185.0,1.0
320.0,225.0,1.0
320.0,240.0,1.0
320.0,485.0,1.0
320.0,391.0,1.0
320.0,1254.0,1.0
320.0,113.0,1.0
320.0,250.0,1.0
320.0,238.0,1.0
320.0,471.0,1.0
320.0,99.0,1.0
320.0,299.0,1.0
320.0,298.0,1.0
320.0,85.0,1.0
320.0,343.0,1.0
320.0,111.0,1.0
320.0,1119.0,1.0
320.0,1223.0,1.0
320.0,253.0,1.0
320.0,341.0,1.0
320.0,331.0,1.0
320.0,661.0,1.0
320.0,326.0,1.0
320.0,190.0,1.0
320.0,82.0,1.0
320.0,68.0,1.0
320.0,390.0,1.0
320.0,1139.0,1.0
320.0,247.0,1.0
320.0,239.0,1.0
320.0,743.0,1.0
320.0,720.0,1.0
320.0,2426.0,1.0
320.0,107.0,1.0
320.0,349.0,1.0
320.0,482.0,1.0
320.0,420.0,1.0
320.0,481.0,1.0
320.0,230.0,1.0
320.0,297.0,1.0
320.0,267.0,1.0
320.0,411.0,1.0
320.0,268.0,1.0
320.0,1114.0,1.0
320.0,393.0,1.0
320.0,36.0,1.0
320.0,852.0,1.0
320.0,394.0,1.0
320.0,242.0,1.0
320.0,737.0,1.0
320.0,406.0,1.0
320.0,220.0,1.0
320.0,226.0,1.0
320.0,739.0,1.0
320.0,89.0,1.0
320.0,1227.0,1.0
320.0,280.0,1.0
320.0,104.0,1.0
320.0,313.0,1.0
320.0,312.0,1.0
320.0,702.0,1.0
320.0,275.0,1.0
320.0,865.0,1.0
320.0,559.0,1.0
320.0,219.0,1.0
320.0,765.0,1.0
320.0,234.0,1.0
320.0,815.0,1.0
320.0,83.0,1.0
320.0,252.0,1.0
320.0,30.0,1.0
320.0,118.0,1.0
320.0,316.0,1.0
320.0,415.0,1.0
320.0,186.0,1.0
320.0,293.0,1.0
320.0,255.0,1.0
320.0,258.0,1.0
320.0,318.0,1.0
320.0,703.0,1.0
320.0,272.0,1.0
320.0,625.0,1.0
320.0,399.0,1.0
320.0,199.0,1.0
320.0,284.0,1.0
320.0,241.0,1.0
320.0,1228.0,1.0
320.0,488.0,1.0
320.0,94.0,1.0
320.0,15.0,1.0
320.0,1104.0,1.0
320.0,1152.0,1.0
320.0,10.0,1.0
320.0,196.0,1.0
320.0,202.0,1.0
321.0,10.0,1.0
321.0,382.0,1.0
321.0,378.0,1.0
321.0,1770.0,1.0
321.0,759.0,1.0
321.0,372.0,1.0
321.0,564.0,1.0
321.0,976.0,1.0
321.0,681.0,1.0
321.0,31.0,1.0
321.0,492.0,1.0
321.0,37.0,1.0
321.0,625.0,1.0
321.0,461.0,1.0
321.0,768.0,1.0
321.0,280.0,1.0
321.0,18.0,1.0
321.0,452.0,1.0
321.0,854.0,1.0
321.0,858.0,1.0
321.0,586.0,1.0
321.0,466.0,1.0
321.0,906.0,1.0
321.0,567.0,1.0
321.0,304.0,1.0
321.0,236.0,1.0
321.0,132.0,1.0
321.0,865.0,1.0
321.0,718.0,1.0
321.0,848.0,1.0
321.0,2468.0,1.0
321.0,591.0,1.0
321.0,508.0,1.0
322.0,267.0,1.0
322.0,196.0,1.0
322.0,340.0,1.0
322.0,275.0,1.0
322.0,1262.0,1.0
322.0,15.0,1.0
322.0,252.0,1.0
