,userId,productId,rating
149802,2404,78428,4
39122,330,29876,4
112538,1444,5928,5
64522,634,6455,5
56604,503,40494,3
9514,65,8315,5
205031,3863,3629,5
133589,1987,33937,5
146546,2329,77411,5
47329,386,35397,3
50828,419,37313,4
267412,6523,83014,5
186742,3152,87541,3
189969,3271,14679,5
178849,2939,58873,5
154912,2497,80156,5
60906,574,38236,2
211960,4038,87377,5
45401,366,34284,4
223008,4599,95655,2
62696,586,43753,2
222761,4586,43051,5
44506,355,15189,5
42601,342,7342,5
277723,7070,37566,4
252443,5967,85068,4
212875,4082,59034,5
186606,3147,87499,5
187169,3159,14572,5
77914,852,11590,5
240682,5418,74786,5
214921,4185,38486,5
79293,887,51853,4
55537,482,39913,4
208911,3944,79425,4
159388,2614,81453,4
1984,9,1926,5
151724,2437,12814,5
30541,258,24342,3
196491,3552,73606,4
158123,2574,5220,1
152521,2448,1842,5
122962,1694,69798,1
227885,4798,43788,4
109406,1382,54136,5
78091,857,51285,3
138207,2077,74694,5
3205,15,3045,5
130036,1873,14718,4
79928,900,15914,4
76805,827,4878,2
267907,6537,611,4
183710,3046,1964,5
154867,2494,19551,5
118856,1581,17186,5
45849,373,4870,5
235500,5138,14245,2
70766,738,48046,5
204286,3854,4338,5
247815,5747,84054,4
217907,4359,25932,1
192415,3366,88833,5
157822,2571,40818,5
157059,2555,64056,2
128353,1813,34095,3
1830,9,1775,4
277857,7077,26345,2
130468,1894,625,3
193725,3414,16592,4
241708,5486,16601,5
71792,749,48557,5
227143,4776,67241,5
112715,1444,26084,5
123325,1706,41172,5
284034,7371,63252,5
196380,3550,89745,5
242587,5523,63873,5
277726,7070,1888,3
59809,560,2315,4
89848,1041,56875,5
165587,2757,38308,2
71112,741,12925,5
104015,1274,63061,5
12638,100,10755,5
45696,372,476,5
231639,4939,93903,5
197297,3585,6711,3
175961,2916,85034,5
44316,355,33512,4
11825,91,10085,5
12908,104,10936,5
257720,6148,68950,5
74253,766,49408,3
181697,3012,37269,4
113581,1457,55422,5
13722,114,5132,5
143310,2238,48872,4
178274,2939,85487,5
54999,479,39571,4
192635,3369,64250,2
87844,1012,16339,5
103587,1268,62832,4
47093,383,7929,5
253433,5997,2226,5
181241,3001,3573,4
14140,120,11964,4
3579,15,3394,5
51276,426,1867,5
125534,1738,11752,3
175375,2906,32574,3
227895,4798,76943,4
153158,2458,72989,5
147050,2339,77584,4
54834,479,39501,2
110836,1407,65506,4
78519,859,51525,5
236925,5219,65903,5
23676,231,19002,5
14107,120,11932,3
25349,239,3225,5
228972,4830,70290,5
266673,6499,83723,5
240089,5388,98984,4
144425,2269,6820,5
199137,3695,86310,5
99410,1179,14985,4
168744,2803,19633,4
231696,4944,572,1
4178,18,3922,5
164321,2728,82577,5
78280,857,51402,4
176940,2923,1977,3
116319,1517,17853,4
236128,5167,98283,5
269421,6614,103150,5
201994,3802,88782,5
135390,2018,33015,5
261713,6329,63004,3
157935,2573,965,5
36764,303,18921,4
271363,6730,56289,5
155580,2524,80356,5
143162,2238,69715,5
229531,4841,85250,5
204478,3857,91551,5
54799,479,39477,4
79539,892,51978,4
121098,1653,9808,5
15714,135,13172,4
236244,5177,98322,4
17622,165,14650,5
139394,2110,75028,4
161973,2684,82050,3
152213,2443,79216,5
11549,89,9879,5
230926,4900,490,5
180919,2993,23178,5
144286,2264,76692,4
260027,6255,12109,3
13753,115,11622,4
135699,2027,74048,4
34943,281,27321,2
21883,210,17693,5
7211,46,6499,5
195715,3514,16181,1
112711,1444,66158,5
172014,2863,26314,3
107172,1334,26039,5
11096,83,9531,1
93756,1095,12028,4
124384,1725,61482,5
105615,1298,2649,4
110386,1401,53533,4
175920,2916,56894,5
279516,7133,88829,5
210737,4005,80827,4
184189,3067,9986,2
17357,158,4421,3
72436,750,13420,1
192229,3364,1446,4
3071,15,2920,5
278078,7089,102312,5
247114,5706,38527,5
248100,5754,100233,4
139839,2130,75159,4
123638,1713,5015,3
253092,5991,62338,5
67741,698,45335,5
255043,6051,26251,5
46503,376,29134,5
198145,3635,9422,4
197754,3614,33584,4
11274,86,9670,5
170206,2833,5173,4
277859,7078,1918,4
31611,264,25097,4
168097,2791,31627,5
62812,587,3951,2
276066,6980,27218,2
241349,5466,2068,5
81746,914,26501,5
115463,1496,67035,5
184834,3085,87133,3
52925,442,38403,5
24687,236,19875,5
120094,1620,45510,5
282098,7264,44913,2
151397,2430,21274,5
64270,631,37510,5
61625,578,39468,4
204674,3859,48299,4
21935,211,17714,4
201100,3775,73227,2
169453,2821,75339,4
72757,750,8887,5
126748,1767,6715,5
177040,2924,74903,5
277179,7037,67734,5
119489,1599,4808,2
31022,259,12497,2
98170,1150,60647,4
250147,5849,26063,5
4277,20,4010,4
44992,356,34031,4
184751,3082,16296,5
148344,2370,66846,5
89685,1040,56815,5
178632,2939,85553,5
113963,1461,2707,4
103618,1268,62851,5
155990,2526,4564,3
274148,6860,79059,5
163619,2714,82437,5
152589,2448,38308,1
220499,4460,95054,5
116130,1514,67219,5
92676,1090,36773,5
39000,330,29775,4
216448,4280,8870,4
243392,5563,32724,5
17630,165,14658,5
170064,2830,83714,4
200193,3750,90789,4
283117,7323,45266,3
32813,272,16222,4
132775,1958,73199,4
38442,325,29379,3
171455,2850,42798,5
154360,2487,79932,5
238641,5311,10619,5
38611,327,29527,5
158547,2578,64105,4
150493,2412,78647,5
244337,5607,99583,5
236426,5188,7850,5
201040,3773,69927,2
101163,1225,4368,3
14725,127,4682,5
235876,5157,46559,5
12748,101,10830,4
70636,737,47957,5
192778,3372,1930,3
128104,1810,21224,4
86666,1000,55276,5
186170,3136,5047,5
227972,4801,7545,5
275681,6954,14558,5
259469,6226,19561,2
234582,5100,97986,5
100971,1221,9648,4
26671,246,21303,2
57452,523,40943,5
185140,3097,14954,5
213090,4097,2766,5
147004,2337,27763,5
45620,371,34423,2
163431,2712,41946,5
154475,2487,70810,5
143699,2247,2701,5
114391,1475,2754,5
55110,479,39639,2
17691,166,5128,4
269319,6604,69476,5
61061,574,42927,5
145728,2302,10045,1
102871,1257,278,5
85751,977,54790,4
93291,1095,48656,4
134822,2006,8855,4
248734,5785,100365,5
102387,1235,62254,4
153854,2479,28685,5
147399,2344,4369,5
93674,1095,4751,4
204761,3860,14715,2
263593,6404,53997,4
78360,857,34095,5
154075,2481,79814,4
74125,765,15497,3
249212,5801,100431,5
239985,5380,68130,5
51985,435,9475,5
107849,1350,64422,4
85289,972,51160,5
207740,3920,54143,5
266118,6475,63824,5
280653,7196,102419,4
114884,1487,48451,1
16885,150,14093,4
209367,3949,91051,3
225034,4706,96137,5
242695,5532,99388,5
89285,1029,56619,5
83596,942,8595,4
212448,4057,93162,5
74835,778,49718,4
265648,6459,42263,5
279788,7153,27554,5
243733,5579,69931,5
5161,31,4736,3
71914,750,454,4
136312,2034,74175,5
14405,125,12157,5
260250,6263,2791,5
123823,1717,23174,1
184513,3074,15632,5
117003,1531,5132,5
76232,815,9423,4
107025,1334,64172,3
248569,5777,83906,5
55206,480,32073,4
255108,6051,26356,5
3356,15,997,5
266357,6486,29722,1
274020,6858,34205,4
15589,135,13076,2
62555,584,43673,5
18105,172,14946,5
250633,5881,70036,4
141914,2213,75847,3
214548,4167,93683,5
32122,271,5446,3
177182,2926,26154,4
203559,3845,30882,5
74092,765,45294,1
55881,489,19828,5
167599,2787,1975,3
273049,6825,24664,4
213812,4137,57319,4
117064,1535,1093,5
227918,4799,611,4
23724,231,12058,5
92572,1089,6720,5
149453,2394,17487,4
254372,6031,4565,5
20399,194,16617,2
124497,1725,32410,3
3541,15,3361,5
200607,3764,76812,4
9139,64,8041,5
162607,2696,2754,3
124086,1722,921,4
7960,60,7091,5
129107,1830,56218,5
129961,1869,53119,3
41683,338,31761,4
33151,272,26111,5
144707,2279,76820,4
5594,33,5102,5
2928,14,2791,5
167353,2785,30960,5
27209,248,10832,3
144882,2279,57499,1
144273,2264,1928,5
68019,706,46350,4
191774,3356,23948,5
27055,247,21618,5
223429,4624,95757,3
258510,6175,46239,4
100673,1207,61592,4
87971,1012,39564,3
37522,308,26022,4
110822,1407,65499,2
17095,150,1027,5
88077,1014,56083,5
40199,330,30764,5
281813,7255,26382,5
66389,670,45543,1
95420,1114,3478,5
68652,714,490,5
214211,4155,51265,3
175637,2909,57446,4
202917,3828,14438,5
190806,3316,4048,1
46457,376,34990,5
267607,6531,57917,5
87515,1012,55801,5
63263,600,1055,2
276158,6986,12042,5
153625,2472,2018,5
101620,1232,9740,3
131243,1918,11869,5
180275,2967,85907,5
217683,4350,43225,4
33723,273,26515,5
32091,269,17198,4
194324,3452,3626,5
48485,395,36199,5
115391,1496,3882,4
198505,3661,23847,5
145768,2303,77096,5
266136,6476,19561,2
256954,6103,87207,5
80029,902,52234,5
100242,1197,61447,5
26721,246,21350,4
108106,1353,4340,3
69372,720,7259,4
246404,5670,99971,5
134989,2013,73859,5
225437,4717,91789,5
27356,249,21845,1
191359,3344,53224,4
84127,952,54050,4
249253,5802,27188,5
123644,1713,69976,5
80635,902,43842,5
229093,4833,79096,5
209833,3963,63224,1
241229,5458,33013,2
145580,2297,2048,1
270524,6677,71750,5
223552,4633,90861,5
13822,115,11686,5
233321,5037,1972,5
194400,3454,3587,4
129570,1847,13958,3
73057,753,48963,3
220475,4459,95039,5
244030,5591,74120,4
276061,6979,14931,5
82763,930,53461,5
115523,1496,38005,4
32365,271,5468,5
99470,1181,53465,5
173794,2884,75409,4
171358,2848,77479,5
257175,6114,37962,4
43741,353,2634,5
187070,3157,59614,4
216145,4264,551,1
134671,2002,5158,4
56312,496,27670,4
109785,1391,13474,4
34520,278,12860,3
190719,3310,39111,4
129158,1831,71947,5
68427,713,46619,4
229421,4839,6371,4
82543,930,53309,4
136611,2040,18404,5
70011,726,47632,4
77651,850,51109,5
29970,258,23797,4
111908,1435,14792,5
138843,2096,44140,4
45852,373,34593,5
192584,3369,65578,2
163299,2712,77845,2
259486,6227,26170,5
128299,1813,34059,5
262980,6383,26370,5
34545,279,6979,4
224668,4694,50065,5
232745,4997,11205,3
261553,6324,86197,5
164731,2738,654,5
66744,681,45748,5
56427,499,40417,4
215304,4205,17383,5
228738,4818,96836,5
31673,264,25147,5
179744,2944,85777,4
180461,2972,85999,3
221227,4491,632,5
256515,6092,21284,4
233464,5041,64713,5
161111,2662,79279,2
49031,406,36504,5
280763,7201,16645,5
193433,3399,36953,5
197065,3571,89878,3
198502,3660,90319,4
261338,6314,74437,4
97025,1126,34242,5
36798,304,28365,5
114657,1480,66831,5
140954,2173,75522,4
246831,5690,38109,3
268891,6578,103076,3
265229,6443,40334,5
168216,2791,83305,5
72134,750,7572,2
197861,3620,40817,5
76784,826,50728,5
247382,5722,16578,5
245854,5662,71174,4
258728,6184,23238,5
162048,2685,82074,5
6453,46,644,5
229032,4833,68205,5
261881,6334,66200,3
126143,1755,70791,4
221594,4510,8882,3
83071,931,32486,5
13691,114,923,4
70134,726,47722,2
69227,720,47171,4
268190,6549,61827,4
12054,95,10261,3
20236,194,16473,5
114773,1481,27700,4
91315,1066,10703,1
132839,1959,30843,2
167883,2788,83194,4
32294,271,25530,1
261137,6301,45264,5
228984,4831,45264,5
85374,974,54570,4
256071,6081,84620,4
85620,976,54712,4
69563,720,47371,2
162006,2685,82062,5
13102,107,11090,5
275189,6922,72943,5
231198,4917,81671,5
229737,4845,73100,4
186835,3153,64807,3
55173,480,39684,4
236619,5200,36942,5
267928,6538,8410,4
226481,4750,17722,5
77507,846,26628,4
278888,7112,95518,3
41905,340,31915,4
138578,2088,74809,1
230041,4851,12771,5
263925,6404,10322,3
40924,334,31205,4
90150,1048,42015,5
246549,5677,2634,5
79836,898,52147,3
243941,5589,99526,5
191219,3334,56152,5
162354,2689,82149,5
238790,5323,56144,3
123079,1695,13680,4
271998,6777,52215,5
31343,260,24930,4
262223,6351,7145,5
196559,3555,42264,4
29873,258,23701,4
42368,342,32237,5
137824,2066,74543,4
179451,2943,27259,4
125559,1738,70626,3
214484,4166,25301,4
245141,5648,84811,4
184281,3069,14744,4
283091,7322,14985,5
156092,2529,80669,5
71057,739,48180,4
245292,5649,80037,5
34342,278,26966,3
282600,7300,91417,4
88649,1024,4351,5
55053,479,39600,4
275125,6919,68223,3
229355,4839,96929,4
183968,3057,4549,3
245874,5662,85505,4
242349,5509,75409,4
198696,3673,90360,4
203501,3840,19599,4
215380,4210,93851,4
49208,407,36589,4
100355,1199,61475,5
182164,3024,55975,5
207626,3915,66995,5
95430,1114,7449,5
283405,7340,58646,3
42669,342,25380,4
221697,4516,95337,2
3723,15,3516,1
39400,330,17260,5
28792,256,4846,3
121428,1662,69156,5
234729,5109,15174,4
61402,578,43143,5
77450,845,51014,5
241119,5449,4848,5
74995,785,12073,5
168186,2791,83299,5
161053,2661,26017,4
234921,5120,33000,4
67165,692,609,5
116919,1528,53686,4
95315,1114,39713,4
208974,3944,91757,3
79688,896,2657,1
109640,1385,65059,4
262216,6350,26061,1
156027,2528,1417,3
281611,7239,104766,4
101415,1228,61914,3
198284,3645,4298,5
232709,4994,37259,5
231424,4927,14732,4
237641,5262,65315,5
278811,7112,96108,1
51562,433,37732,4
186131,3135,80987,5
202474,3818,12689,4
242402,5510,70294,5
87852,1012,43668,4
209066,3945,92304,4
159026,2601,10994,4
91761,1082,57878,5
260941,6297,81806,5
159040,2601,49181,5
235042,5122,3448,5
15915,135,13330,5
51485,432,37683,4
30160,258,23980,4
282594,7300,104923,1
174700,2896,13429,5
117234,1541,15878,4
237364,5240,6909,5
282087,7263,75363,5
169055,2811,83515,4
248644,5781,7179,5
121681,1662,7163,5
244504,5619,99619,5
110547,1402,64400,4
178581,2939,73175,1
163848,2717,6694,5
252633,5971,81674,1
235861,5157,98218,5
28015,254,1085,1
73815,764,24880,3
17076,150,14236,4
41925,341,264,5
50755,418,469,4
124644,1727,46020,4
82643,930,53384,4
213770,4136,53192,5
255231,6052,82125,5
98242,1152,60684,5
8247,64,7314,5
283651,7349,105060,1
134755,2003,73813,4
166156,2767,6618,5
152868,2453,79417,4
130551,1896,26295,5
278069,7089,27562,3
245776,5660,99823,4
158861,2591,81215,2
141362,2190,75669,5
120578,1636,68848,5
676,0,673,4
33067,272,26059,3
80309,902,5856,5
178645,2939,79327,3
31810,265,25229,5
127948,1804,71371,5
135040,2013,8887,4
225793,4730,21540,5
24922,237,20059,4
231313,4921,37120,5
141137,2181,2630,1
215637,4230,3587,5
116982,1529,463,3
123518,1712,69943,3
33374,272,9923,5
118437,1567,8855,1
159580,2623,5220,4
79901,900,52181,5
166391,2772,6909,5
41756,338,31789,5
99622,1186,61197,4
133322,1981,2855,5
244706,5634,21224,5
101707,1232,15720,4
191667,3352,64370,3
15095,130,12709,5
94966,1105,59013,5
172769,2875,84055,4
128645,1816,17851,5
71508,745,48437,3
197984,3627,11663,5
62258,582,43535,4
279543,7134,84916,5
258562,6179,63195,5
225426,4717,2584,5
173229,2877,27259,5
83275,933,924,1
40752,332,14931,5
167683,2787,4369,5
201083,3775,16994,4
84247,952,54110,5
252770,5978,101062,5
209350,3949,92353,5
184062,3060,12688,3
165787,2761,45961,5
144787,2279,48367,5
249659,5823,83799,5
99181,1173,12379,5
78133,857,51317,4
53496,457,38713,4
267445,6525,85005,1
246511,5676,66361,4
247402,5724,73292,5
258353,6166,2182,4
39836,330,30505,5
189641,3258,61264,5
272391,6793,27455,5
174855,2899,84768,5
28292,255,22523,5
143574,2244,75156,2
68343,712,46554,4
195348,3495,52827,3
138715,2094,5077,5
268155,6546,58830,4
64449,634,44679,4
275685,6955,10141,4
204034,3851,5532,1
57477,523,10994,5
37958,316,17198,2
178159,2939,2025,5
106934,1332,7157,5
63688,619,15507,4
65280,646,7580,3
15735,135,7962,3
212127,4044,17955,4
86228,989,12704,5
118450,1567,8405,2
131806,1943,490,1
257726,6148,55014,5
188612,3215,88039,5
48570,397,36240,5
187760,3181,2584,5
240192,5396,24737,3
121269,1659,53473,4
93454,1095,28281,4
143243,2238,62479,5
236955,5222,98448,4
11246,85,6692,5
85029,967,8336,5
160408,2654,2584,4
177575,2933,48362,4
101509,1229,61970,5
104447,1280,7363,3
244756,5638,4373,3
181213,3000,2701,5
32661,272,25810,4
86127,988,55016,3
86681,1001,28184,5
73136,753,26603,3
226166,4741,96344,4
234919,5120,78406,5
131721,1940,72784,4
80510,902,13223,3
219960,4444,10088,5
262822,6380,8867,5
233958,5072,97848,5
48823,399,36359,4
207396,3909,41428,5
171318,2848,7644,5
244469,5617,14110,5
257323,6125,60448,5
201160,3778,90975,5
266708,6501,71790,5
265871,6464,74909,3
184623,3078,27392,4
241142,5450,38594,5
275882,6970,67430,5
106152,1313,2707,3
253579,6002,56887,3
203860,3848,35193,3
152323,2446,79255,4
137278,2051,5943,5
136812,2041,74289,5
33187,272,26135,4
235914,5157,12721,4
10930,81,5240,5
280580,7191,1082,5
246016,5662,63854,4
149468,2394,27187,4
263388,6401,76120,5
160983,2660,81861,5
168620,2800,83416,5
40077,330,30695,4
269414,6613,64713,3
159406,2614,81457,5
84613,959,54220,5
30323,258,24140,3
73089,753,9908,3
233711,5056,46116,5
128175,1812,2739,5
110653,1407,65421,4
192126,3363,86037,5
127056,1779,71077,4
207664,3917,24665,5
197151,3574,89888,4
280909,7210,94376,5
7544,50,6769,5
216236,4269,66984,5
185451,3115,61210,5
211917,4038,30598,4
164800,2739,58773,4
63166,599,44023,4
270940,6699,103312,5
103474,1265,62782,1
4251,20,3988,5
187386,3167,4369,5
109835,1392,34421,4
49981,414,22834,4
10314,73,8944,5
36746,303,1029,5
19778,193,4336,3
246370,5669,99958,5
143475,2240,76449,5
12395,97,4338,5
61136,574,42980,5
110880,1407,65524,5
120843,1643,24623,4
143871,2249,76556,5
104860,1284,4338,5
259944,6255,20019,2
248278,5755,100261,4
147746,2354,77776,4
34360,278,26977,3
45308,363,34229,4
21201,200,17190,5
278270,7093,58798,3
137811,2065,14475,4
279656,7144,104584,5
279718,7149,40811,1
280924,7210,14748,4
259002,6190,21287,5
194051,3429,89157,3
210526,3999,11177,4
191749,3356,8844,4
277731,7070,8346,4
255898,6075,74337,4
62150,580,16403,4
229233,4837,96913,4
238930,5336,98779,5
15347,134,923,4
126388,1756,10993,1
142968,2236,57307,4
195452,3498,4054,5
49336,408,25244,5
120862,1643,65830,4
157592,2567,26301,5
350,0,350,5
3167,15,3009,5
212069,4041,45961,3
201670,3793,91093,4
236030,5163,71254,2
259425,6222,29684,5
10028,69,8701,5
64995,641,44919,5
122051,1667,644,4
280671,7196,60704,4
130685,1900,72428,5
70507,735,47901,4
105178,1288,63456,5
219057,4407,94780,5
81422,912,1445,3
4343,20,2791,5
275747,6962,53190,2
281985,7260,61620,5
228765,4820,68758,5
227064,4773,43801,4
224777,4700,96084,5
107236,1335,32512,5
23849,232,19144,5
180312,2968,85928,5
172779,2875,17004,5
269810,6633,32337,5
88071,1013,56079,5
60536,571,42635,5
10096,70,8756,5
93867,1099,7582,5
42760,342,1443,5
50322,415,37097,4
43081,346,32645,2
82856,930,723,4
136702,2040,576,2
283724,7355,26201,4
276498,6999,62847,4
189808,3262,63430,5
186756,3152,87547,4
126282,1755,27194,5
42807,343,32499,4
275014,6918,32565,4
165072,2745,63818,5
55463,482,39873,5
29778,258,23609,5
276342,6994,72252,5
180396,2970,18304,5
218369,4374,25752,5
200620,3764,88342,3
240689,5418,99098,5
21777,209,17612,4
233124,5021,18604,4
9411,65,8244,5
224304,4680,23198,4
98543,1161,60791,4
219626,4425,13798,5
11904,94,10144,3
211390,4028,26068,5
80166,902,4988,5
109562,1385,65025,5
252942,5983,101080,1
120662,1640,26907,5
208661,3939,72111,5
63662,617,44283,5
23654,231,12608,5
159813,2630,4338,4
95889,1120,59454,3
133120,1969,73303,5
77375,843,50979,5
186045,3133,65941,5
104621,1282,8704,5
109820,1392,65137,4
11024,82,9476,5
47892,392,35695,4
139897,2135,5220,4
26855,246,21456,4
136396,2036,61806,5
105075,1287,12232,4
212130,4044,40109,1
268293,6556,53127,5
251070,5911,4191,5
89841,1041,36900,5
275715,6959,103991,4
126651,1765,54605,4
231182,4916,621,5
117468,1546,67705,5
100699,1207,61599,4
19549,193,11441,3
50447,416,2802,5
190134,3281,2741,5
90314,1050,57156,5
216618,4293,72669,5
149133,2386,78167,4
96945,1123,60057,4
191183,3333,88611,4
245612,5657,99798,2
49622,412,36812,1
123547,1712,69958,3
65683,649,7285,5
63387,600,44136,3
173846,2885,84552,3
49489,411,36728,3
199594,3721,6987,5
76141,812,3313,1
280472,7189,94449,5
224228,4678,45243,4
122491,1682,69696,4
278802,7112,104471,3
210327,3986,10518,3
56743,507,40582,1
172056,2864,45501,2
108467,1363,64663,4
69102,720,47083,4
119379,1596,2634,3
132033,1950,44474,4
89480,1034,8368,5
31485,263,25031,3
52931,442,38405,5
64478,634,30710,4
129978,1869,5212,5
181099,2995,86182,1
250540,5875,100685,5
39230,330,29970,5
196763,3562,75594,5
256443,6088,101569,5
220381,4455,48848,5
239063,5342,74120,5
215332,4207,93840,5
146841,2331,77515,4
254455,6034,6919,4
65552,649,2634,5
45118,358,29201,5
137922,2069,490,1
178891,2940,73761,5
29960,258,400,2
174969,2900,84810,4
224245,4679,23058,4
120581,1636,68849,5
95673,1117,59322,5
60222,567,42448,5
230382,4869,73821,5
34752,280,27219,4
36921,304,28476,4
161961,2684,82047,4
28783,256,21536,4
269702,6629,103189,4
9098,64,8003,3
14761,127,12462,4
49778,414,8581,4
156329,2541,26156,4
24003,233,19258,4
160795,2658,21011,5
172348,2867,23088,5
190445,3298,9183,1
267996,6540,102971,3
176489,2921,45290,5
39197,330,29940,4
20364,194,16587,5
18768,183,2821,5
65151,645,45008,4
30545,258,24346,4
258244,6157,36561,5
224592,4693,1113,5
205148,3866,21284,4
90481,1050,57272,5
3045,15,2897,4
54709,479,39432,2
283895,7363,75358,5
263561,6404,73415,4
232979,5011,45148,5
44369,355,33559,5
191477,3348,22964,3
14823,127,10835,4
171669,2855,21274,4
214909,4184,29675,2
159943,2635,26317,5
270449,6673,3656,5
48181,392,35967,4
2806,14,2682,5
113504,1457,15359,5
115091,1492,10526,3
44842,356,33932,4
173487,2880,83545,5
138296,2081,1302,1
99820,1190,13811,5
13694,114,11577,3
56670,506,40530,3
232932,5007,34633,5
78652,864,51581,3
74027,764,49307,5
136191,2032,1026,4
76264,817,50467,4
276326,6993,34632,5
45335,365,490,4
257312,6123,74360,5
173889,2885,23670,5
159347,2614,81422,4
208635,3939,34407,4
214948,4185,3281,5
100377,1200,4726,5
51877,435,3461,5
276546,7000,23213,4
275637,6951,31098,4
123512,1712,40004,5
167589,2787,3623,5
43146,346,32677,4
268226,6552,78542,5
155680,2525,80435,4
38425,325,29364,4
163959,2718,43009,1
55645,485,2759,4
54767,479,7512,5
144735,2279,16333,5
47,0,47,5
183661,3045,86749,5
39936,330,5176,5
137751,2062,74498,4
20252,194,16486,1
17486,162,7713,5
203602,3845,9141,5
121641,1662,69330,5
128193,1813,71485,5
248047,5754,96718,5
190750,3311,88521,5
153736,2476,79726,5
187219,3161,87627,4
104701,1283,30499,5
47672,390,35588,5
176127,2917,23332,5
221930,4533,34514,4
112192,1441,4575,4
209268,3946,15669,1
133002,1965,42090,4
9391,65,1122,5
52140,437,37995,5
155375,2515,26126,4
233115,5019,69572,5
12806,103,10863,5
120909,1645,40614,5
79802,898,52124,3
224263,4679,23148,4
242529,5518,49305,4
269119,6590,94085,3
87568,1012,55837,4
77482,845,28654,5
47965,392,35759,4
115970,1511,66092,5
247594,5735,5208,5
88225,1018,9837,5
24634,236,19825,5
38357,323,18377,5
10240,71,7576,4
35001,282,27343,5
152383,2448,70852,4
170486,2838,24751,5
225271,4713,9912,5
142543,2225,76146,5
83342,933,2802,5
242792,5540,99398,5
101125,1225,61789,3
1395,8,1359,3
33506,272,24662,5
236044,5163,83360,5
246401,5669,45188,3
161801,2682,60858,4
8779,64,7744,4
237901,5279,90791,5
280412,7189,37811,4
98124,1148,4612,4
46322,376,34889,4
280549,7190,1082,4
118381,1567,40987,5
236603,5200,26170,5
241038,5442,43551,5
978,4,961,4
215734,4236,93947,4
125131,1731,8338,5
68793,718,46878,4
127419,1790,40092,2
22018,213,17772,5
157532,2567,79038,1
59884,563,42216,4
263480,6404,24640,3
174130,2889,42902,5
27369,249,12248,4
250939,5902,76098,5
137850,2067,14270,4
165732,2761,12506,3
209294,3946,74746,5
13522,111,11441,5
6917,46,6243,5
24646,236,19837,5
6133,41,5557,5
92872,1094,58214,5
117405,1544,67669,4
36261,297,28057,5
64798,636,44813,5
47632,390,7929,5
110752,1407,65471,3
203265,3837,28699,5
223930,4655,1952,3
226113,4740,65823,5
121055,1651,69020,5
256283,6087,48354,1
226019,4737,96319,2
235041,5122,76424,4
74636,776,45432,5
99453,1180,2766,5
152869,2453,79418,4
75842,800,50301,4
34863,281,27271,4
87179,1010,4047,4
149321,2393,78278,4
135821,2029,10839,5
74725,776,49659,4
15346,134,566,3
22209,218,4340,1
265325,6448,53984,5
49830,414,7388,3
166205,2768,16654,5
60518,571,2791,5
40453,330,2040,5
43562,350,32954,4
203337,3838,25793,4
194660,3469,89318,5
204193,3852,50124,1
7090,46,6390,5
103284,1262,2013,4
232283,4975,97478,5
236781,5209,29272,4
211672,4035,849,4
47488,389,7154,1
61501,578,102,4
13407,110,11346,5
105502,1296,27088,5
138489,2086,40811,4
12842,103,10886,5
61930,578,24902,5
80518,902,6785,5
33904,275,9177,5
231449,4927,76531,2
114941,1487,26801,3
28621,255,7218,5
112832,1444,66207,5
130627,1898,58906,4
260588,6277,949,5
136788,2041,9356,4
84779,963,31100,5
260069,6255,85158,2
249887,5833,59268,4
10854,80,250,2
144948,2280,62206,2
138336,2083,12837,5
101005,1222,61713,2
99988,1192,61355,4
269379,6611,40834,4
227881,4798,37111,4
103068,1260,2759,3
124480,1725,70244,5
442,0,442,4
25706,241,11620,5
232385,4981,13955,4
167180,2781,24201,5
253308,5996,99950,4
135382,2018,73972,4
165348,2748,14861,5
253724,6008,101231,5
276017,6976,36651,5
253730,6008,632,4
148588,2378,77989,5
236988,5223,98463,4
176475,2920,481,4
94395,1103,14296,5
11604,90,9917,4
211147,4023,66681,5
88197,1018,6906,3
272637,6809,27854,5
4863,28,4485,4
3601,15,3414,5
90640,1054,57338,3
124093,1722,64723,1
134263,2000,1340,4
56404,499,40400,5
178054,2939,10287,5
180829,2991,10009,4
80575,902,52430,5
55857,489,40080,5
149771,2404,78423,4
267734,6535,13755,4
222771,4586,67114,2
56108,495,40244,5
49853,414,7711,5
123228,1704,36756,5
244641,5630,2634,1
123411,1710,42607,4
33670,273,26477,4
282613,7300,104931,2
203293,3838,35416,4
148934,2380,78094,5
259774,6244,26265,3
263438,6404,28944,2
67470,694,23074,5
179095,2941,85693,5
501,0,500,5
20446,194,16661,1
44456,355,33627,4
170589,2840,83817,5
118727,1574,10081,5
41187,336,31430,5
147950,2358,16181,4
73891,764,49259,5
136152,2032,6909,5
116210,1515,28577,5
96673,1120,59881,5
106950,1333,64140,5
189338,3245,48850,4
138904,2099,54996,4
208490,3934,70898,5
51519,432,37705,4
261717,6329,15042,5
213094,4098,53037,3
166256,2769,82847,5
216308,4272,14137,4
272367,6791,103522,5
18474,178,3257,4
209971,3970,490,5
185520,3115,4622,5
38103,318,16634,4
94766,1103,42266,3
112247,1441,66041,4
202619,3823,60973,5
139467,2111,5220,5
42992,346,7511,4
249844,5832,40109,1
82705,930,53422,5
4143,18,3890,4
170051,2829,17972,2
35850,292,27792,3
7888,60,7028,5
244963,5642,58608,4
257766,6150,101770,5
5907,37,5363,2
96526,1120,12047,5
198106,3633,15878,4
28257,255,22496,4
97110,1130,48510,5
151760,2438,79067,4
58390,534,2037,2
